"ExtensionProperty","DeletionTimestamp","ObjectId","ObjectType","AccountEnabled","AgeGroup","AssignedLicenses","AssignedPlans","City","CompanyName","ConsentProvidedForMinor","Country","CreationType","Department","DirSyncEnabled","DisplayName","FacsimileTelephoneNumber","GivenName","IsCompromised","ImmutableId","JobTitle","LastDirSyncTime","LegalAgeGroupClassification","Mail","MailNickName","Mobile","OnPremisesSecurityIdentifier","OtherMails","PasswordPolicies","PasswordProfile","PhysicalDeliveryOfficeName","PostalCode","PreferredLanguage","ProvisionedPlans","ProvisioningErrors","ProxyAddresses","RefreshTokensValidFromDateTime","ShowInAddressList","SignInNames","SipProxyAddress","State","StreetAddress","Surname","TelephoneNumber","UsageLocation","UserPrincipalName","UserState","UserStateChangedOn","UserType"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"c1b34657-1b0b-4ac2-8665-4ee6bd7d4c01","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Jessica Potter",,"Jessica",,"3aaE9Ysn4EyJq6RSnhfPug==",,,,"JPotter@cbww.com","jpotter",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","8/1/2016 4:39:37 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Potter",,"US","jpotter@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"1e1dae91-55f0-4562-9bfc-a22bcdd3f026","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Jeanetta Smith",,"Jeanetta",,"wshkiCd1OE+wxWJvR9BuYw==",,,,"JSmith@cbww.com","jsmith",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","6/8/2020 12:32:40 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","JSmith@cbww.com",,,"Smith",,"US","jsmith@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"4079237c-e410-4a7d-891d-e1f18248938c","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Jim Staley",,"Jim",,"dixZ2UxvYESnszIZRxLaPw==",,,,"jstaley@cbww.com","jstaley",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","4/23/2019 8:00:45 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","jstaley@cbww.com",,,"Staley",,"US","jstaley@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"46a1f199-a618-40fd-bb24-8efbbd555599","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"Judy Harber",,,,,,,,"judy.harber@coldwellbanker.com","Guest_46a1f199a61840fdbb248efbbd555599",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/20/2021 12:12:20 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"judy.harber_coldwellbanker.com#EXT#@ColdwellBank.onmicrosoft.com","Accepted","2021-03-13T03:22:48Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"710f5019-21ab-4bfd-bdb1-0d22b9305d47","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Jim Wallace",,"James",,"8+6TZ5J6Gk6Q5vX28HrCaA==",,,,"JWallace@cbww.com","JWallace",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","3/25/2020 12:56:42 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","JWallace@cbww.com",,,"Wallace",,"US","JWallace@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"32e77aa6-36a5-443a-859b-650cb2bc40f9","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"karenheltonagent@gmail.com",,,,,,,,"karenheltonagent@gmail.com","karenheltonagent_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:54 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"karenheltonagent_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:54Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"afbf638b-4076-45bf-99bd-0574ebac510c","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"kathleen@timhammon.com",,,,,,,,"kathleen@timhammon.com","Guest_afbf638b407645bf99bd0574ebac510c",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","3/31/2020 3:10:17 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"kathleen_timhammon.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2020-03-31T15:10:17Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"9c5117f6-3268-4e08-b012-d7481a026022","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Krystle Chesney",,"Krystle",,"m5LNpic6Sky+9npFg6uWIQ==",,,,"kchesney@cbww.com","kchesney",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","10/19/2018 2:11:39 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","9c5117f632684e08b012d7481a026022kchesney@cbww.com",,,"Chesney",,"US","kchesney@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"bfb2d463-ea70-4a47-b1ea-b8176a9548e7","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"keeblediana1@gmail.com",,,,,,,,"keeblediana1@gmail.com","keeblediana1_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:59 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"keeblediana1_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","Accepted","2021-07-26T18:02:07Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"89f2a097-bd8a-491e-911f-38be87a673bd","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"keith.apexrealty@gmail.com",,,,,,,,"keith.apexrealty@gmail.com","Guest_89f2a097bd8a491e911f38be87a673bd",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/27/2021 9:15:11 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"keith.apexrealty_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-01-27T21:15:11Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"1275eb92-e4ad-4bc6-a7e2-ba2b252d56f3","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Kathleen Hammon",,"Kathleen",,"pYaKa8jdAEmDv755zsFMdw==",,,,"khammon@cbww.com","khammon",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","6/10/2019 4:33:26 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","1275eb92e4ad4bc6a7e2ba2b252d56f3khammon@cbww.com",,,"Hammon",,"US","khammon@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"10f4e772-178f-443e-bc40-008f8b12814b","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"kking@aba-advisors.com",,,,,,,,"kking@aba-advisors.com","kking_aba-advisors.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:43:01 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"kking_aba-advisors.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:43:01Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"e442a4cb-2ca2-4085-b171-89cc688c204f","User","False",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Kat Logan",,"Kat",,"/1C/P8wQrkeBnnMEfGP4Aw==",,,,"klogan@cbww.com","klogan",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/19/2017 2:00:24 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Logan",,"US","klogan@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"0666abab-0bff-4962-aa1a-d64fc5f66666","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Katie McHargue",,"Katie",,"WuN2EaqpSEKjQL5UyPyTxA==",,,,"KMcHargue@cbww.com","kmchargue",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","8/21/2018 12:21:05 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"McHargue",,"US","kmchargue@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"20a0f248-04e8-4745-b91d-7353229140d5","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Kandace Russell",,"Kandace",,"Dt4oYxSCjkyYju0fp0KjFg==",,,,"krussell@cbww.com","krussell",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","9/29/2021 1:22:29 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","krussell@cbww.com",,,"Russell",,"US","krussell@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"d0c96495-d343-488a-8879-10645c760bf9","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Kim Seals",,"Kim",,"0z9QDE794kmpZyTyuVpUvQ==",,,,"kgarren@ColdwellBank.onmicrosoft.com","kgarren",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","4/23/2020 2:24:10 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","kseals@cbww.com",,,"Seals",,"US","kseals@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"37b5c998-9c86-48b2-8945-cc0f668edf05","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"kwilson109@outlook.com",,,,,,,,"kwilson109@outlook.com","Guest_37b5c9989c8648b28945cc0f668edf05",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/20/2021 12:12:21 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"kwilson109_outlook.com#EXT#@ColdwellBank.onmicrosoft.com","Accepted","2021-02-20T19:19:40Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"4577babe-cfd0-4751-8bc8-8240b4357675","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"kwspears@gmail.com",,,,,,,,"kwspears@gmail.com","Guest_4577babecfd047518bc88240b4357675",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","11/5/2020 8:20:36 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"kwspears_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2020-11-05T20:20:36Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"76224597-39db-4699-bdb9-2bce345947c3","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"kzgoforth@yahoo.com",,,,,,,,"kzgoforth@yahoo.com","kzgoforth_yahoo.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:51 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"kzgoforth_yahoo.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:51Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"e377c84b-3def-4b26-8374-627e80179cae","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Lakeside Fax",,,,,,,,"lakesidefax@cbww.com","lakesidefax",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/28/2020 3:06:47 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lakesidefax@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"333ae40c-ada8-4065-b8d6-26c760126121","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Lakeside Training Room",,,,,,,,"lakesidetrainingroom@cbww.com","lakesidetrainingroom",,,"System.Collections.Generic.List`1[System.String]","None",,"Lakeside",,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","4/30/2019 2:10:55 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lakesidetrainingroom@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"a0263aa9-3438-4ba3-85d1-b87d1b00ff46","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"lauren@lot74pm.com",,,,,,,,"lauren@lot74pm.com","Guest_a0263aa934384ba385d1b87d1b00ff46",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","1/27/2021 9:15:02 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lauren_lot74pm.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-01-27T21:15:02Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"cdcae1c5-dede-4f17-abaa-53443459efe2","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"lbellhomes@gmail.com",,,,,,,,"lbellhomes@gmail.com","lbellhomes_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:34 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lbellhomes_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:34Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"6199d7a0-1ad2-4d87-90e7-4965f9aa8800","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Lisa Chase",,"Lisa",,"supoihL0/E2/aaJv7+iMnQ==",,,,"lchase@cbww.com","lchase",,,"System.Collections.Generic.List`1[System.String]","DisablePasswordExpiration",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","8/30/2022 12:34:41 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]","lchase@cbww.com",,,"Chase",,"US","lchase@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"60d58817-df0e-4294-bba4-2ff27fd433fc","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"lesadarnellrealtor@gmail.com",,,,,,,,"lesadarnellrealtor@gmail.com","lesadarnellrealtor_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:45 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lesadarnellrealtor_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","Accepted","2021-07-26T14:56:23Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"1c6f35fc-6d1a-4c76-8cc3-f6a3a51ca5cc","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"lesliekennedyhomes@gmail.com",,,,,,,,"lesliekennedyhomes@gmail.com","lesliekennedyhomes_gmail.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:43:00 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lesliekennedyhomes_gmail.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:43:00Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"ce433f23-83ff-4314-bc20-6aaf1de52cde","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,,,,"Level 0 Helpdesk",,"Level 0",,,,,,,"level-0-helpdesk",,,"System.Collections.Generic.List`1[System.String]","None",,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/6/2020 2:44:29 PM",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,"Helpdesk",,"US","level-0-helpdesk@cbww.com",,,"Member"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"98a4ca2a-f2d5-40f4-844d-2814baf0fdf8","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"lisajerrolds@coldwellbanker.com",,,,,,,,"lisajerrolds@coldwellbanker.com","lisajerrolds_coldwellbanker.com#EXT#",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","7/26/2021 1:42:58 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lisajerrolds_coldwellbanker.com#EXT#@ColdwellBank.onmicrosoft.com","PendingAcceptance","2021-07-26T13:42:58Z","Guest"
"System.Collections.Generic.Dictionary`2[System.String,System.String]",,"27d6e9ec-90c4-4202-92fa-997980ea5a85","User","True",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedLicense]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.AssignedPlan]",,,,,"Invitation",,,"lisajonescbww@aol.com",,,,,,,,"lisajonescbww@aol.com","Guest_27d6e9ec90c4420292fa997980ea5a85",,,"System.Collections.Generic.List`1[System.String]",,,,,,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisionedPlan]","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","2/20/2021 12:12:25 PM","False","System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.SignInName]",,,,,,,"lisajonescbww_aol.com#EXT#@ColdwellBank.onmicrosoft.com","Accepted","2021-04-24T00:38:54Z","Guest"
